# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: Jan 2021 to Nov 2021 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
61,55.1875,61.4125,0.7749,0.0916,7,Chelyabinsk CHP-1;Chelyabinsk GRES,Chelyabinsk
62,35.1625,119.3625,0.4887,0.1419,11,Rizhao Iron and Steel Cogen power station,
63,13.2375,80.3125,0.7314,0.2219,10,VALLUR ntpc/ntecl;NORTH CHENNAI EXTENSION;NORTH CHENNAI,
64,33.9875,49.5125,0.7741,0.2867,10,Shazand,
65,51.4875,6.7375,0.6782,0.0976,7,KW Voerde;KW Walsum;KW West;Huckingen;Duisburg Hamborn;Duisburg Ruhrort;HKW III/B;Kraftwerk N 230;G-Kraftwerk,Duisburg;Oberhausen;Mülheim;Bottrop;Moers
66,55.9875,92.9125,0.5826,0.1157,5,,Krasnoyarsk
67,11.3125,108.8125,0.5727,0.1239,8,Vinh Tan 2,
68,29.0375,48.1375,0.7780,0.1307,10,Shuiba North;Shuiba SPSS;Shuwaikh,
69,14.3375,80.1375,0.6833,0.2196,8,DAMODARAM SANJEEVAIAH;PAINAMPURAM;SEMBCORP GAYATRI;SIMHAPURI TPP;THAMMINAPATNAM TPP,
70,35.0375,136.8625,0.6701,0.1020,5,Chita;Shin Nagoya;Chita Daini;Nishi Nagoya;Nagoya power station;Nagoya Power Plant 2,Nagoya;Kariya;Tōkai
71,51.0125,6.6375,0.5751,0.0839,6,Niederaussem power station;BoA 2;Neurath power station;Frimmersdorf power station,
72,2.6125,101.7125,0.8652,0.4707,7,Jimah power station;Tuanku Jaafar (PDI);Tyanku Jaafar (PDII),
73,-5.8875,106.0375,0.6423,0.2808,7,PLTU Suralaya;PLTGU Cilegon;Banten Serang power station;PLTGU Krakatau Daya Listrik (KDL);PLTG Krakatau Posco Energy;Merak power station,Cilegon
74,22.7875,86.2125,0.7212,0.2213,8,JOJBERA,Jamshedpur
75,-25.9375,29.7875,0.7016,0.1449,8,Arnot power station,
76,5.2875,-4.0125,0.8839,0.3854,11,Azito OCGT Power Plant Ivory Coast;Vridi CIPREL OCGT Power Plant Cote DIvoire,Abidjan
77,21.4125,79.9625,0.6342,0.1927,8,TIRORA TPP,
78,61.2875,73.4875,0.6574,0.0945,4,Surgutskaya GRES-2,Surgut
79,51.2875,4.3125,0.6104,0.0908,8,INESCO WKK,Antwerp
80,52.5625,39.6375,0.6870,0.1083,5,Lipetsk CHPP-2;NLMK cogeneration plant;UTETS NLMK,Lipetsk
81,32.6875,44.0625,0.7599,0.1372,11,,Karbalā’
82,55.0625,73.2375,0.6933,0.0915,7,Omskaya TPP-4,Omsk
83,25.2375,87.2625,0.6465,0.1811,8,KAHALGAON,
84,27.1625,56.0625,0.7962,0.2322,10,Bandar Abbas,
85,57.0625,-111.6875,0.6421,0.1385,6,Poplar Creek;MacKay River,
86,-23.5125,150.3125,0.7497,0.1566,6,Stanwell,
87,32.6125,14.3375,0.6840,0.1529,11,Al Khums,Al Khums
88,50.0375,73.0375,0.6696,0.1359,8,Karaganda TPS-2 power station,Temirtaū
89,32.4375,44.2875,0.6662,0.1006,11,,Al Ḩillah
90,47.8125,37.9875,0.4445,0.0703,9,Starobeshivska,
91,29.3875,52.5875,0.7227,0.1916,11,Fars;Hormozgan (Khalije Fars),
92,30.4625,48.2625,0.7288,0.1008,11,Koramshahr;Abadan C.C.,Madan;Khorramshahr
93,36.0375,120.1625,0.5644,0.1082,8,Huangdao power station,
94,56.2375,90.4125,0.6234,0.1058,6,CHP of the Achinsk Alumina Combine (TPP AGK),Achinsk
95,28.4625,36.5125,0.6659,0.1509,11,TABUK-2;TABUK-1,Tabūk
96,31.7375,118.4875,0.5410,0.0981,9,WEnergy Maanshan Power Station;Maanshan - Masteel Coal;Maanshan Steel power station,Ma’anshan
97,-7.1375,112.6375,0.5173,0.2201,6,PLTGU Gresik;PLTU Gresik,
98,26.2125,44.0125,0.6053,0.1099,11,QASSIM CENTRAL,Buraydah
99,29.5625,51.6875,0.9185,0.2386,10,Kazeroon,
100,36.0125,129.3875,0.5600,0.0852,8,Pohang Works;FINEX,Pohang
101,55.3625,86.0125,0.6827,0.1095,7,NOVO-KEMEROVO CHP;KEMEROVO GRES,Kemerovo
102,59.1375,37.8375,0.6303,0.1166,5,"CHP-PVS;Thermal power station EVS-2;CHPP of JSC ""PhosAgro-Cherepovets""",Cherepovets
103,47.8875,106.8125,0.6694,0.1606,7,Ulaanbaatar-4 Thermal Power Plant;Ulaanbaatar-3 Thermal Power Plant,Ulaanbaatar
104,23.4625,58.2625,0.5595,0.2184,9,Rusail,
105,30.4625,49.1125,0.6237,0.1124,11,Fajr Petroshimi;Razi Petroshimi;Bandar Imam,Bandar-e Māhshahr
106,16.5875,80.5375,0.6776,0.2246,9,KONDAPALLI GT;VIJAYWADA;VIJAYWADA TPP-IV,Bezwāda
107,29.1125,55.3125,0.7648,0.1687,11,,
108,24.0125,38.2625,0.5964,0.2449,11,YANBU PLANT,
109,40.9375,117.6875,0.6007,0.0966,8,Luanhe power station,
110,19.0375,72.9125,0.5546,0.2108,8,TROMBAY_Coal;TROMBAY;TROMBAY GT;TROMBAY_Oil,Mumbai
111,4.1625,100.6375,0.5146,0.2724,7,Manjung power station,
112,-26.7875,151.9125,0.5156,0.1167,7,Tarong;Tarong North,
113,26.2625,74.1875,0.3972,0.1043,11,,
114,-26.0375,29.6125,0.5974,0.1290,6,Hendrina power station,
115,35.9875,43.7625,0.5318,0.1022,9,Erbil,
116,34.0875,131.7875,0.6155,0.1494,6,Nanyo Complex power station,Shūnan
117,52.4875,103.9125,0.4738,0.0875,6,Thermal Power Station 10;Thermal Power Station 9;Irkutsk TPP-1,Angarsk
118,53.8875,87.2375,0.5551,0.1400,4,West Siberian CHP;Zapadno-Sibirskaya power station,
119,16.3375,77.3375,0.6362,0.2077,8,RAICHUR;YERMARUS TPP,
120,29.5375,48.1625,0.5330,0.0982,9,Sabiya,
121,21.1125,106.3125,0.3605,0.1181,1,Pha Lai 2;Pha Lai 1,
122,23.2875,81.0625,0.5345,0.1671,8,SANJAY GANDHI,
123,36.7375,36.2125,0.6214,0.2013,9,İskenderun Atlas Termik Santrali,
124,34.5125,133.7375,0.5452,0.1137,7,Tamashima;Mizushima Energy Center,Kurashiki
125,21.5875,82.0375,0.4070,0.1165,6,,
126,17.6125,80.7125,0.4777,0.1782,6,K_GUDEM NEW;K_GUDEM,
127,9.0625,7.4875,0.6557,0.3536,3,,Abuja
128,47.4125,40.2125,0.5516,0.0722,7,Novocherkasskaya GRES,Novocherkassk
129,-38.2625,146.5875,0.5758,0.1990,6,Loy Yang A;Loy Yang B;Valley (Peaking Facility);Jeeralang B;Jeeralang A,
130,21.1875,81.4125,0.5211,0.1508,7,BHILAI TPP,Bhilai;Drug
131,27.1875,31.0125,0.5958,0.1064,11,Walidia,
132,23.0625,72.5875,0.5918,0.1552,9,TORR POWER SAB.,Ahmedabad
133,-3.9375,122.4125,0.4441,0.2567,2,,
134,10.4375,-61.4875,0.7045,0.2227,5,Point Lisas,
135,57.4625,41.1625,0.5927,0.0818,6,Krostromskaya,
136,12.8625,44.9875,0.5585,0.2086,11,Al Mansoura;Al Hiswa,Aden;Ash Shaykh ‘Uthmān
137,17.7125,83.2375,0.5395,0.1567,7,,Vishākhapatnam
138,38.7125,110.1625,0.5846,0.2560,11,Shenhua Guohua Jinjie power station;Shaanxi Beiyuan power station,
139,17.5875,44.3375,0.6391,0.1672,11,NAJRAN,
140,51.2625,19.3125,0.5040,0.0794,4,Bełchatów,
141,24.6375,77.0375,0.4481,0.1301,8,CHHABRA TPS,
142,36.7625,43.2375,0.5702,0.1414,10,,
143,8.7375,78.1625,0.4971,0.1443,6,TUTICORIN;TUTICORIN JV;TUTICORIN- IND BARATH,Tuticorin
144,45.4625,119.5625,0.5611,0.1015,7,Huolinhe Zhanute power station;Hongjun Aluminum power station;CPI Huolinhe power station;Chuangyuan Smelter power station,Mositai
145,36.9875,126.7125,0.3760,0.0624,4,Bugok;Pyeongtaek;Pyeongtaek;Hwasung KDHC;Asan Baebang CHP;Bugok Biomass,
146,37.3625,58.0625,0.6886,0.3247,6,Shirvan,
147,25.1625,75.8125,0.4786,0.1289,10,KOTA;KOTA COMPLEX,Kota
148,28.4875,-100.7125,0.3960,0.0803,11,Carbón II;José López Portillo (Río Escondido);Altos Hornos de México,
149,36.1125,117.8125,0.3898,0.0803,10,Huaneng Laiwu power station,
150,28.7125,48.3625,0.5652,0.0860,10,Az Zour South CCGT;Az Zour North,
151,40.3125,122.1125,0.3775,0.0693,9,Huaneng Yingkou power station,
152,51.1625,71.4625,0.5590,0.0933,7,Astana-2 power station,Nur-Sultan
153,24.2375,90.4125,0.7160,0.2394,4,,
154,25.9375,51.5375,0.5032,0.1037,8,Ras Laffan C (Ras Qartas) CCGT Power Plant Qatar;Ras Laffan B CCGT Power Plant Qatar;Ras Laffan A Cogen GT Power Plant Qatar,
155,22.1125,83.4625,0.5611,0.1842,8,TAMNAR TPP,
156,31.4125,76.8625,0.5317,0.2161,5,,
157,31.9625,11.1625,0.5362,0.0942,11,Western Mountain Station- Ruwais,
158,53.5375,49.4625,0.5433,0.0743,7,CHP Volga Car;Togliatti,Tolyatti
159,31.6875,74.0875,0.5820,0.1403,10,Atlas Power Sheikhupura,Shekhupura
160,55.6125,51.9375,0.5118,0.0682,6,Nizhnekamsk cogeneration station-1;Nizhnekamsk cogeneration station-2,Nizhnekamsk
161,21.6625,108.4125,0.4858,0.1218,7,Fangchenggang Coal,Fangchenggang
162,43.8875,126.5125,0.4299,0.1182,5,Songhuajiang power station;Guodian Jiangnan power station;Jilin - Guodian Coal,Jilin
163,35.4125,47.0375,0.6395,0.1155,9,Sanandaj,Sanandaj
164,32.0125,44.9375,0.5255,0.0757,11,,Ad Dīwānīyah
165,24.4375,82.9875,0.4904,0.1407,7,OBRA-A,
166,51.2625,37.7625,0.5511,0.0932,7,,Staryy Oskol
167,48.8625,37.7625,0.1824,0.0327,2,Slavyansk power station,Sloviansk
168,53.5125,9.9375,0.4805,0.0760,5,Hamburg-Moorburg;Tiefstack power station;GuD Tiefstack,Hamburg
169,35.2375,128.6125,0.4587,0.0729,6,,Changwon;Masan
170,-6.8375,39.2375,0.5281,0.1563,10,Ubungo Gas (Songas),Dar es Salaam
171,23.8125,86.7625,0.4914,0.1488,9,MAITHON RB TPP,
172,35.8875,128.5375,0.5221,0.0962,7,,Daegu
173,42.6875,21.0625,0.4683,0.0929,9,Kosovo A Coal Power Plant Kosovo;Kosovo B Coal Power Plant Kosovo;TE KOSOVO B;TE KOSOVO A,
174,21.9125,83.1875,0.5150,0.1730,6,UCHPINDA TPP;BARADARHA TPP;RAIGARH TPP;BINJKOTE;NAWAPARA,
175,18.5375,-69.3375,0.2859,0.0747,5,Quisqueya 2,San Pedro de Macorís
176,-28.4375,-49.0125,0.4816,0.1251,8,Jorge Lacerda IV;Jorge Lacerda III;Jorge Lacerda I e II,
177,39.7625,111.2375,0.4626,0.1904,10,Zhungeer power station;Shenhua Zhunneng power station;Jingtai Zhungeer Suancigou power station;Zhunda power station,
178,30.2125,56.7875,0.5512,0.1340,11,Kerman,
179,28.2125,115.4375,0.3592,0.1071,5,,
180,11.5375,104.9125,0.2369,0.0945,2,,Phnom Penh
181,-1.2875,36.8625,0.5074,0.2531,4,Iberafrica I & II (Nairobi south diesel PP),Nairobi
182,35.9125,140.6625,0.3810,0.0704,7,Kashima;Kashima Kyodo;Kashima Kita;Sumitomo Metals Kashima power station,
183,27.7625,111.9375,0.4844,0.1317,6,Hunan Lianyuan power station,Loudi
184,21.4375,81.8625,0.5679,0.1749,6,RAIKHEDA,
185,24.1875,-110.2875,0.4647,0.1254,9,Punta Prieta II,La Paz
186,44.6625,20.1625,0.4508,0.0769,10,TENT A;TENT B,
187,57.3125,-111.5625,0.4492,0.0880,5,Muskeg River;Aurora;Horizon (CNRL),
188,23.7125,86.1125,0.4652,0.1344,8,CHANDRAPURA;BOKARO A ''EXP'',
189,24.7875,67.3625,0.4157,0.1191,10,Port Qasim EPC power station;Bin Qasim;Fauji Fertilizer Power Plant,
190,56.2625,43.8875,0.4442,0.0646,5,Sormovo cogeneration station,Nizhniy Novgorod
191,51.4625,-0.4125,0.3009,0.0464,3,Taylor's Lane GT,Slough
192,34.3625,47.3625,0.5226,0.1190,10,Zagros;Bistoon,
193,53.3625,-114.3125,0.3944,0.0498,7,Genesee;Keephills,
194,44.4625,86.0875,0.5341,0.1272,7,XPCC Shihezi Cogen power station;Tianye power station;Tianfu North power station;Hesheng Shanshan power station;Shihezi Tianhe power station;Tianfu West power station,
195,-4.0375,39.6125,0.4949,0.1458,11,Kipevu III,Mombasa
196,27.7875,114.9125,0.5059,0.1446,5,Datang Xinyu power station,Xinyu
197,57.1125,65.5875,0.5068,0.0713,5,Tyumen CHP-1,Tyumen
198,27.4625,41.7375,0.4200,0.0907,11,HAIL2,Ḩā’il
199,47.8625,33.3875,0.4483,0.0646,8,,Kryvyi Rih
200,30.8375,117.7875,0.3011,0.0850,5,Tongling Wanneng power station,Wusong
201,-6.4375,110.7375,0.3847,0.1522,5,PLTU Tanjung Jati B - expansion;PLTU Tanjung Jati B,
202,40.7625,122.7875,0.3716,0.1054,5,,Haicheng
203,40.2125,69.0875,0.4589,0.1091,9,Syrdarya,
204,31.9125,118.6125,0.4206,0.0763,5,Nanre Coal;Nanjing Meishan power station,
205,32.0125,44.3625,0.3742,0.0749,10,Al-Najaf,An Najaf;Al Kūfah
206,-20.1375,57.4625,0.3580,0.1514,4,Fort William Ceb;Fort George,Port Louis
207,19.0625,73.1375,0.3047,0.1416,5,,
208,57.9125,56.1375,0.4212,0.0860,5,Permskaya CHPP-9;Perm HPP-13,Perm
209,34.7375,134.8125,0.4555,0.0949,6,Himeji Daini;Himeji Daiichi;Takasago power station,Himeji;Kakogawachō-honmachi
210,29.9375,-90.1375,0.3336,0.0935,8,Nine Mile Point,Metairie
211,23.8375,87.4625,0.4612,0.1442,7,BAKRESWAR,
212,0.3125,32.5875,0.3974,0.3098,3,,Kampala
213,10.9125,-74.7625,0.4072,0.1552,7,Termobarranquilla;Termoflores,Barranquilla;Soledad
214,21.1625,72.6875,0.3593,0.1265,9,KAWAS GT;ESSAR GT IMP.;HAZIRA-GSECL,Sūrat
215,45.0375,39.0625,0.5104,0.0656,7,Krasnodar TPP,Krasnodar
216,-33.3625,150.0625,0.2906,0.0739,4,Mt Piper;Wallerawang C,
217,24.9375,74.6625,0.3440,0.1019,8,CHANDERIA SMELTER,Chittaurgarh
218,36.2125,117.6375,0.3384,0.0773,7,Huaneng Laiwu power station;Laicheng power station,Laiwu
219,33.0875,-8.6375,0.4570,0.1169,11,Centrale Thermique de Jorf Lasfar (JLEC),
220,39.2875,-76.6625,0.4129,0.0644,7,Westport,Baltimore
221,29.0125,31.2125,0.3148,0.0576,10,,Banī Suwayf
222,14.6875,78.4625,0.4523,0.1341,6,RAYAL SEEMA,Proddatūr
223,29.4375,76.8625,0.4244,0.0829,11,PANIPAT,Pānīpat
224,-6.8625,111.9125,0.3930,0.1474,7,Tanjung Awar-Awar power station,
225,16.5125,75.8375,0.5072,0.1809,5,KUDGI,
226,12.6375,-7.9875,0.4337,0.1346,9,,Bamako
227,37.3375,45.2625,0.5140,0.1078,11,Orumia,
228,37.3125,37.1625,0.4260,0.0965,9,,
229,42.3625,-71.1125,0.4247,0.0661,8,Mystic Generating Station;Kendall Square Station;Medical Area Total Energy Plant,Boston;Cambridge
230,34.4625,133.4375,0.4684,0.0933,4,,Fukuyama
231,35.1125,50.3875,0.4378,0.1193,10,,Sāveh
232,33.7875,130.9875,0.4450,0.0898,7,,Kitakyūshū
233,14.6875,-17.4125,0.4001,0.1436,10,,Pikine;Dakar
234,32.6875,-16.9125,0.4246,0.1009,4,,Funchal
235,24.3625,85.5875,0.4116,0.1094,8,KODERMA,
236,21.3625,81.6625,0.3687,0.1096,7,,Raipur
237,30.2125,-93.2875,0.3850,0.0785,9,R S Nelson;RS Cogen;Calcasieu;PPG Powerhouse C,Lake Charles
238,38.9625,118.4875,0.4349,0.1011,10,Caofeidian Works power station;China Resources Caofeidian power station,
239,22.8625,73.3625,0.6227,0.1587,9,WANAKBORI,
240,25.9125,81.3375,0.3830,0.0903,8,UNCHAHAR,
241,19.6875,101.2875,0.3693,0.1509,2,Hongsa,
242,14.6125,-90.5125,0.0571,0.0673,3,,Guatemala City;Villa Nueva
243,53.3375,83.6625,0.3710,0.0557,6,Barnaulskaya CHP Plant-3,Barnaul
244,11.7875,77.8375,0.4676,0.1740,6,METTUR;METTUR TPS EXT,
245,32.8375,44.2875,0.3931,0.0796,10,Al-Mussaib;Al-Mansurya,
246,51.6625,39.1875,0.3957,0.0693,6,Voronezhskaya CHPP-2,Voronezh
247,41.4875,31.9125,0.2947,0.0570,9,Zonguldak Eren (ZETES);Çatalağzı-B power station,
248,-3.0875,-59.9625,0.3024,0.1520,3,Aparecida Parte I;Electron (TG),Manaus
249,26.8625,-101.4375,0.3245,0.0999,10,,Monclova
250,45.8125,130.8625,0.3313,0.0646,6,,Taihecun
251,39.1625,27.6625,0.3662,0.0512,8,Soma power station,
252,17.0125,53.9875,0.3650,0.1250,10,,Şalālah
253,31.5125,118.3875,0.4672,0.0911,10,Wuhu Zhongdian power station;Datang Maanshan Dangtu power station,
254,37.7125,121.0375,0.3824,0.0846,7,,
255,17.6625,42.1125,0.4503,0.1606,11,SHUQAIQ IWPP;SHUAIBA (SWCC),
256,36.3625,43.1375,0.4961,0.1011,10,,Mosul
257,53.7875,87.5625,0.2815,0.0790,3,,
258,36.1375,114.2625,0.3082,0.0625,8,Datang Anyang-2 power station,Dengtalu
259,54.4375,86.4375,0.3663,0.0716,4,,
260,35.6125,44.8875,0.3658,0.0748,8,,
261,-2.6125,-44.3625,0.3632,0.1064,3,Porto do Itaqui (Antiga Termomaranhão),São Luís
262,16.9375,42.6375,0.4801,0.1865,11,JAZAN,Jāzān
263,35.1875,126.8875,0.3132,0.0633,6,Suwan Energy,Gwangju
264,21.0625,75.8375,0.4414,0.1244,8,BHUSAWAL,Bhusāval
265,38.7625,26.9625,0.4153,0.0673,10,Enka İzmir Doğalgaz Santrali;İzdemir Enerji power station,
266,31.1375,73.9125,0.4827,0.1187,8,Nishat Chunian Limited;Nishat Power Limited,
267,40.5125,-112.1875,0.2959,0.0880,7,,
268,24.3625,88.1125,0.5318,0.1583,7,SAGARDIGHI TPP,
269,31.5125,48.8875,0.3112,0.0681,10,Ahwaz (ramiin),
270,49.5125,8.4375,0.2608,0.0520,4,GKM (Mannheim) power station;Kraftwerk Mitte;Kraftwerk Süd,Mannheim;Ludwigshafen
271,24.2125,120.5125,0.3295,0.1385,7,Taizhong Taichung;Taichung;Changhua power station,
272,21.9625,82.4125,0.3004,0.0995,3,AKALTARA TPP,
273,-34.4375,150.8375,0.2795,0.0608,4,Tallawarra,Wollongong
274,22.1125,78.1875,0.2278,0.0745,7,SATPURA,
275,13.0875,100.9375,0.3476,0.1377,6,Sriracha;Laem Chabang;Saha Patana,
276,47.8625,35.1625,0.3059,0.0513,6,,Zaporizhzhia
