# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: Jan 2020 to Dec 2020 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
39,19.9875,79.2875,0.9469,0.3010,10,CHANDRAPUR_Coal;DHARIWAL INF TPP;TADALI,Chānda
40,41.2875,123.7125,1.0535,0.1745,9,,Benxi
41,32.7875,51.4875,0.9136,0.2049,10,Shahid M. Montazeri,Khomeynī Shahr;Shāhīn Shahr
42,36.4625,59.4125,0.7467,0.1901,6,Ferdosi C.C.;Touss,
43,18.2875,99.7625,0.9003,0.3168,7,Mae Mah,
44,22.8125,69.5375,1.1064,0.2441,11,MUNDRA TPP;MUNDRA UMPP,
45,31.9875,120.6375,0.8119,0.1421,9,Jiangsu Nantong power station;Zhangjiagang Shazhou power station;Jiangsu Zhangjiagang Huaxing;Zhangjiagang - Huaxing Gas;Tianshenggan power station;Zhangjiagang Shagang power station,Yangshe
46,39.3875,106.9375,1.0140,0.2823,11,Ordos Power Qipanjing power station;Huaneng Wuhai Haibowan power station;Ordos Resources Qipanjing power station;Shenhua Wuhai Xilaifeng power station,
47,23.4625,87.1375,0.7565,0.2254,9,MEJIA;MEJIA TPS EXT;DURGAPUR STEEL TPS;DURGAPUR,
48,12.7125,101.1625,0.9248,0.3310,8,BLCP Power;Rayong;Gheco One power station;Glow Energy power complex;Glow Energy Phase 5 Power Plant;Glow Energy Phase 2 Power Plant;CUP-1;Glow Demin;CUP-2,
49,53.4375,59.0375,0.8514,0.1269,7,CHP Plant of MMK,Magnitogorsk
50,24.3875,109.3875,0.9023,0.1952,3,Liuzhou City power station,Liuzhou
51,19.3375,105.7875,0.9435,0.3686,7,Nghi Son 1,
52,24.6875,74.6625,0.8729,0.2333,9,,
53,-24.3375,150.6375,0.7256,0.1538,11,Callide C;Callide B,
54,6.9625,79.9375,0.9241,0.4073,7,CEB Kelantitissa;Yugadanavi;Sojitz Kelanitissa;Sapugaskanda,Colombo;Sri Jayewardenepura Kotte
55,39.6125,126.2875,1.0835,0.1695,7,Pukchang power station,
56,52.1125,76.8625,0.8830,0.1184,7,Aksu power station,
57,36.2125,44.0125,0.7070,0.1729,9,,Erbil
58,40.1125,65.3375,0.6954,0.1119,12,Navoi,Navoiy
59,24.7625,87.8875,0.8213,0.2365,8,FARAKKA STPS,
60,30.5625,47.4125,0.9304,0.1410,12,,
61,55.1875,61.4125,0.7142,0.0808,7,Chelyabinsk CHP-1;Chelyabinsk GRES,Chelyabinsk
62,35.1625,119.3625,0.6563,0.1987,11,Rizhao Iron and Steel Cogen power station,
63,13.2375,80.3125,0.6668,0.2067,10,VALLUR ntpc/ntecl;NORTH CHENNAI EXTENSION;NORTH CHENNAI,
64,33.9875,49.5125,0.6965,0.3113,9,Shazand,
65,51.4875,6.7375,0.6720,0.0875,6,KW Voerde;KW Walsum;KW West;Huckingen;Duisburg Hamborn;Duisburg Ruhrort;HKW III/B;Kraftwerk N 230;G-Kraftwerk,Duisburg;Oberhausen;Mülheim;Bottrop;Moers
66,55.9875,92.9125,0.6789,0.1224,4,,Krasnoyarsk
67,11.3125,108.8125,0.7958,0.2045,10,Vinh Tan 2,
68,29.0375,48.1375,0.6676,0.1878,9,Shuiba North;Shuiba SPSS;Shuwaikh,
69,14.3375,80.1375,0.6963,0.2176,12,DAMODARAM SANJEEVAIAH;PAINAMPURAM;SEMBCORP GAYATRI;SIMHAPURI TPP;THAMMINAPATNAM TPP,
70,35.0375,136.8625,0.7116,0.1061,10,Chita;Shin Nagoya;Chita Daini;Nishi Nagoya;Nagoya power station;Nagoya Power Plant 2,Nagoya;Kariya;Tōkai
71,51.0125,6.6375,0.4958,0.0949,6,Niederaussem power station;BoA 2;Neurath power station;Frimmersdorf power station,
72,2.6125,101.7125,0.7028,0.3606,7,Jimah power station;Tuanku Jaafar (PDI);Tyanku Jaafar (PDII),
73,-5.8875,106.0375,0.7833,0.3379,10,PLTU Suralaya;PLTGU Cilegon;Banten Serang power station;PLTGU Krakatau Daya Listrik (KDL);PLTG Krakatau Posco Energy;Merak power station,Cilegon
74,22.7875,86.2125,0.6853,0.2090,9,JOJBERA,Jamshedpur
75,-25.9375,29.7875,0.7679,0.1627,8,Arnot power station,
76,5.2875,-4.0125,0.6592,0.2996,8,Azito OCGT Power Plant Ivory Coast;Vridi CIPREL OCGT Power Plant Cote DIvoire,Abidjan
77,21.4125,79.9625,0.5706,0.1695,8,TIRORA TPP,
78,61.2875,73.4875,0.6337,0.0851,5,Surgutskaya GRES-2,Surgut
79,51.2875,4.3125,0.6481,0.0863,6,INESCO WKK,Antwerp
80,52.5625,39.6375,0.6331,0.0876,7,Lipetsk CHPP-2;NLMK cogeneration plant;UTETS NLMK,Lipetsk
81,32.6875,44.0625,0.6522,0.1124,12,,Karbalā’
82,55.0625,73.2375,0.6420,0.0675,7,Omskaya TPP-4,Omsk
83,25.2375,87.2625,0.5883,0.1602,9,KAHALGAON,
84,27.1625,56.0625,0.5410,0.1632,11,Bandar Abbas,
85,57.0625,-111.6875,0.5916,0.1134,4,Poplar Creek;MacKay River,
86,-23.5125,150.3125,0.5400,0.1270,10,Stanwell,
87,32.6125,14.3375,0.6135,0.1544,12,Al Khums,Al Khums
88,50.0375,73.0375,0.6236,0.1286,8,Karaganda TPS-2 power station,Temirtaū
89,32.4375,44.2875,0.5797,0.0934,12,,Al Ḩillah
90,47.8125,37.9875,0.7076,0.0906,7,Starobeshivska,
91,29.3875,52.5875,0.6345,0.2051,12,Fars;Hormozgan (Khalije Fars),
92,30.4625,48.2625,0.6545,0.0973,12,Koramshahr;Abadan C.C.,Madan;Khorramshahr
93,36.0375,120.1625,0.6678,0.1190,10,Huangdao power station,
94,56.2375,90.4125,0.6672,0.1077,5,CHP of the Achinsk Alumina Combine (TPP AGK),Achinsk
95,28.4625,36.5125,0.6054,0.1259,12,TABUK-2;TABUK-1,Tabūk
96,31.7375,118.4875,0.7296,0.1510,7,WEnergy Maanshan Power Station;Maanshan - Masteel Coal;Maanshan Steel power station,Ma’anshan
97,-7.1375,112.6375,0.5566,0.2235,8,PLTGU Gresik;PLTU Gresik,
98,26.2125,44.0125,0.6162,0.1030,12,QASSIM CENTRAL,Buraydah
99,29.5625,51.6875,0.5080,0.1381,9,Kazeroon,
100,36.0125,129.3875,0.6704,0.0947,11,Pohang Works;FINEX,Pohang
101,55.3625,86.0125,0.6349,0.1039,5,NOVO-KEMEROVO CHP;KEMEROVO GRES,Kemerovo
102,59.1375,37.8375,0.5760,0.0914,3,"CHP-PVS;Thermal power station EVS-2;CHPP of JSC ""PhosAgro-Cherepovets""",Cherepovets
103,47.8875,106.8125,0.6073,0.1485,7,Ulaanbaatar-4 Thermal Power Plant;Ulaanbaatar-3 Thermal Power Plant,Ulaanbaatar
104,23.4625,58.2625,0.6352,0.2411,12,Rusail,
105,30.4625,49.1125,0.6158,0.1113,12,Fajr Petroshimi;Razi Petroshimi;Bandar Imam,Bandar-e Māhshahr
106,16.5875,80.5375,0.4561,0.1445,7,KONDAPALLI GT;VIJAYWADA;VIJAYWADA TPP-IV,Bezwāda
107,29.1125,55.3125,0.6739,0.1458,12,,
108,24.0125,38.2625,0.5705,0.1760,11,YANBU PLANT,
109,40.9375,117.6875,0.6211,0.0987,9,Luanhe power station,
110,19.0375,72.9125,0.5567,0.1901,8,TROMBAY_Coal;TROMBAY;TROMBAY GT;TROMBAY_Oil,Mumbai
111,4.1625,100.6375,0.6202,0.3101,7,Manjung power station,
112,-26.7875,151.9125,0.5696,0.1442,11,Tarong;Tarong North,
113,26.2625,74.1875,0.6637,0.1637,11,,
114,-26.0375,29.6125,0.5330,0.1085,6,Hendrina power station,
115,35.9875,43.7625,0.5650,0.1181,11,Erbil,
116,34.0875,131.7875,0.6409,0.1546,8,Nanyo Complex power station,Shūnan
117,52.4875,103.9125,0.5897,0.1197,5,Thermal Power Station 10;Thermal Power Station 9;Irkutsk TPP-1,Angarsk
118,53.8875,87.2375,0.7188,0.1463,6,West Siberian CHP;Zapadno-Sibirskaya power station,
119,16.3375,77.3375,0.5031,0.1631,8,RAICHUR;YERMARUS TPP,
120,29.5375,48.1625,0.5665,0.1137,12,Sabiya,
121,21.1125,106.3125,0.6239,0.1477,7,Pha Lai 2;Pha Lai 1,
122,23.2875,81.0625,0.5981,0.1953,8,SANJAY GANDHI,
123,36.7375,36.2125,0.5895,0.1611,6,İskenderun Atlas Termik Santrali,
124,34.5125,133.7375,0.6044,0.1250,9,Tamashima;Mizushima Energy Center,Kurashiki
125,21.5875,82.0375,0.5596,0.1758,7,,
126,17.6125,80.7125,0.4673,0.1717,9,K_GUDEM NEW;K_GUDEM,
127,9.0625,7.4875,0.5531,0.2773,5,,Abuja
128,47.4125,40.2125,0.4967,0.0598,8,Novocherkasskaya GRES,Novocherkassk
129,-38.2625,146.5875,0.4857,0.1049,6,Loy Yang A;Loy Yang B;Valley (Peaking Facility);Jeeralang B;Jeeralang A,
130,21.1875,81.4125,0.5037,0.1514,9,BHILAI TPP,Bhilai;Drug
131,27.1875,31.0125,0.5148,0.0928,12,Walidia,
132,23.0625,72.5875,0.4497,0.1057,8,TORR POWER SAB.,Ahmedabad
133,-3.9375,122.4125,0.5342,0.3241,3,,
134,10.4375,-61.4875,0.2614,0.1182,2,Point Lisas,
135,57.4625,41.1625,0.4041,0.0687,4,Krostromskaya,
136,12.8625,44.9875,0.4951,0.1961,12,Al Mansoura;Al Hiswa,Aden;Ash Shaykh ‘Uthmān
137,17.7125,83.2375,0.4793,0.1335,10,,Vishākhapatnam
138,38.7125,110.1625,0.5507,0.2406,9,Shenhua Guohua Jinjie power station;Shaanxi Beiyuan power station,
139,17.5875,44.3375,0.5812,0.1706,12,NAJRAN,
140,51.2625,19.3125,0.4612,0.0812,5,Bełchatów,
141,24.6375,77.0375,0.5888,0.1669,10,CHHABRA TPS,
142,36.7625,43.2375,0.4955,0.1307,8,,
143,8.7375,78.1625,0.4859,0.1519,8,TUTICORIN;TUTICORIN JV;TUTICORIN- IND BARATH,Tuticorin
144,45.4625,119.5625,0.5542,0.0897,9,Huolinhe Zhanute power station;Hongjun Aluminum power station;CPI Huolinhe power station;Chuangyuan Smelter power station,Mositai
145,36.9875,126.7125,0.6117,0.0910,7,Bugok;Pyeongtaek;Pyeongtaek;Hwasung KDHC;Asan Baebang CHP;Bugok Biomass,
146,37.3625,58.0625,0.6008,0.3179,6,Shirvan,
147,25.1625,75.8125,0.4445,0.1213,10,KOTA;KOTA COMPLEX,Kota
148,28.4875,-100.7125,0.4255,0.0762,12,Carbón II;José López Portillo (Río Escondido);Altos Hornos de México,
149,36.1125,117.8125,0.4310,0.0926,7,Huaneng Laiwu power station,
150,28.7125,48.3625,0.4757,0.0826,11,Az Zour South CCGT;Az Zour North,
151,40.3125,122.1125,0.6082,0.0782,10,Huaneng Yingkou power station,
152,51.1625,71.4625,0.4494,0.0779,8,Astana-2 power station,Nur-Sultan
153,24.2375,90.4125,0.5094,0.1692,5,,
154,25.9375,51.5375,0.4413,0.0979,9,Ras Laffan C (Ras Qartas) CCGT Power Plant Qatar;Ras Laffan B CCGT Power Plant Qatar;Ras Laffan A Cogen GT Power Plant Qatar,
155,22.1125,83.4625,0.4992,0.1667,5,TAMNAR TPP,
156,31.4125,76.8625,0.4280,0.1621,6,,
157,31.9625,11.1625,0.5144,0.0866,12,Western Mountain Station- Ruwais,
158,53.5375,49.4625,0.4747,0.0583,7,CHP Volga Car;Togliatti,Tolyatti
159,31.6875,74.0875,0.4179,0.1097,9,Atlas Power Sheikhupura,Shekhupura
160,55.6125,51.9375,0.5295,0.0762,7,Nizhnekamsk cogeneration station-1;Nizhnekamsk cogeneration station-2,Nizhnekamsk
161,21.6625,108.4125,0.5767,0.1087,8,Fangchenggang Coal,Fangchenggang
162,43.8875,126.5125,0.5042,0.0884,5,Songhuajiang power station;Guodian Jiangnan power station;Jilin - Guodian Coal,Jilin
163,35.4125,47.0375,0.4992,0.0994,7,Sanandaj,Sanandaj
164,32.0125,44.9375,0.4454,0.0655,12,,Ad Dīwānīyah
165,24.4375,82.9875,0.4626,0.1322,7,OBRA-A,
166,51.2625,37.7625,0.4647,0.0736,7,,Staryy Oskol
167,48.8625,37.7625,0.4345,0.0621,7,Slavyansk power station,Sloviansk
168,53.5125,9.9375,0.4120,0.0574,5,Hamburg-Moorburg;Tiefstack power station;GuD Tiefstack,Hamburg
169,35.2375,128.6125,0.5160,0.0724,9,,Changwon;Masan
170,-6.8375,39.2375,0.4317,0.1422,8,Ubungo Gas (Songas),Dar es Salaam
171,23.8125,86.7625,0.4555,0.1351,7,MAITHON RB TPP,
172,35.8875,128.5375,0.4622,0.0862,6,,Daegu
173,42.6875,21.0625,0.5141,0.1024,9,Kosovo A Coal Power Plant Kosovo;Kosovo B Coal Power Plant Kosovo;TE KOSOVO B;TE KOSOVO A,
174,21.9125,83.1875,0.4543,0.1494,8,UCHPINDA TPP;BARADARHA TPP;RAIGARH TPP;BINJKOTE;NAWAPARA,
175,18.5375,-69.3375,0.2957,0.0781,7,Quisqueya 2,San Pedro de Macorís
176,-28.4375,-49.0125,0.4242,0.0995,9,Jorge Lacerda IV;Jorge Lacerda III;Jorge Lacerda I e II,
177,39.7625,111.2375,0.4694,0.2148,10,Zhungeer power station;Shenhua Zhunneng power station;Jingtai Zhungeer Suancigou power station;Zhunda power station,
178,30.2125,56.7875,0.5174,0.1198,12,Kerman,
179,28.2125,115.4375,0.4961,0.1281,6,,
180,11.5375,104.9125,0.5468,0.2104,8,,Phnom Penh
181,-1.2875,36.8625,0.4104,0.2294,5,Iberafrica I & II (Nairobi south diesel PP),Nairobi
182,35.9125,140.6625,0.4274,0.0890,8,Kashima;Kashima Kyodo;Kashima Kita;Sumitomo Metals Kashima power station,
183,27.7625,111.9375,0.4065,0.1065,4,Hunan Lianyuan power station,Loudi
184,21.4375,81.8625,0.6133,0.1899,8,RAIKHEDA,
185,24.1875,-110.2875,0.4467,0.1251,11,Punta Prieta II,La Paz
186,44.6625,20.1625,0.4724,0.0776,8,TENT A;TENT B,
187,57.3125,-111.5625,0.4681,0.1098,4,Muskeg River;Aurora;Horizon (CNRL),
188,23.7125,86.1125,0.4451,0.1246,8,CHANDRAPURA;BOKARO A ''EXP'',
189,24.7875,67.3625,0.4509,0.0904,11,Port Qasim EPC power station;Bin Qasim;Fauji Fertilizer Power Plant,
190,56.2625,43.8875,0.5267,0.0755,8,Sormovo cogeneration station,Nizhniy Novgorod
191,51.4625,-0.4125,0.2272,0.0403,3,Taylor's Lane GT,Slough
192,34.3625,47.3625,0.4323,0.1028,6,Zagros;Bistoon,
193,53.3625,-114.3125,0.4175,0.0553,5,Genesee;Keephills,
194,44.4625,86.0875,0.3760,0.1034,8,XPCC Shihezi Cogen power station;Tianye power station;Tianfu North power station;Hesheng Shanshan power station;Shihezi Tianhe power station;Tianfu West power station,
195,-4.0375,39.6125,0.3235,0.1004,8,Kipevu III,Mombasa
196,27.7875,114.9125,0.3988,0.1028,5,Datang Xinyu power station,Xinyu
197,57.1125,65.5875,0.4457,0.0708,6,Tyumen CHP-1,Tyumen
198,27.4625,41.7375,0.4808,0.1075,12,HAIL2,Ḩā’il
199,47.8625,33.3875,0.4228,0.0659,8,,Kryvyi Rih
200,30.8375,117.7875,0.4991,0.1278,7,Tongling Wanneng power station,Wusong
201,-6.4375,110.7375,0.4416,0.1781,6,PLTU Tanjung Jati B - expansion;PLTU Tanjung Jati B,
202,40.7625,122.7875,0.3990,0.1445,5,,Haicheng
203,40.2125,69.0875,0.3996,0.1029,7,Syrdarya,
204,31.9125,118.6125,0.4190,0.0909,6,Nanre Coal;Nanjing Meishan power station,
205,32.0125,44.3625,0.4221,0.0724,11,Al-Najaf,An Najaf;Al Kūfah
206,-20.1375,57.4625,0.3516,0.1316,5,Fort William Ceb;Fort George,Port Louis
207,19.0625,73.1375,0.4921,0.1626,8,,
208,57.9125,56.1375,0.4279,0.0786,5,Permskaya CHPP-9;Perm HPP-13,Perm
209,34.7375,134.8125,0.4372,0.0945,6,Himeji Daini;Himeji Daiichi;Takasago power station,Himeji;Kakogawachō-honmachi
210,29.9375,-90.1375,0.4675,0.1190,12,Nine Mile Point,Metairie
211,23.8375,87.4625,0.4350,0.1372,8,BAKRESWAR,
212,0.3125,32.5875,0.3458,0.2071,2,,Kampala
213,10.9125,-74.7625,0.4045,0.1660,6,Termobarranquilla;Termoflores,Barranquilla;Soledad
214,21.1625,72.6875,0.3893,0.1221,10,KAWAS GT;ESSAR GT IMP.;HAZIRA-GSECL,Sūrat
215,45.0375,39.0625,0.3564,0.0534,10,Krasnodar TPP,Krasnodar
216,-33.3625,150.0625,0.4907,0.0977,7,Mt Piper;Wallerawang C,
217,24.9375,74.6625,0.3986,0.1324,10,CHANDERIA SMELTER,Chittaurgarh
218,36.2125,117.6375,0.4357,0.0854,7,Huaneng Laiwu power station;Laicheng power station,Laiwu
219,33.0875,-8.6375,0.3923,0.0924,12,Centrale Thermique de Jorf Lasfar (JLEC),
220,39.2875,-76.6625,0.3736,0.0562,9,Westport,Baltimore
221,29.0125,31.2125,0.2624,0.0514,12,,Banī Suwayf
222,14.6875,78.4625,0.2387,0.0781,5,RAYAL SEEMA,Proddatūr
223,29.4375,76.8625,0.3675,0.0731,11,PANIPAT,Pānīpat
224,-6.8625,111.9125,0.3454,0.1341,7,Tanjung Awar-Awar power station,
225,16.5125,75.8375,0.2906,0.1044,4,KUDGI,
226,12.6375,-7.9875,0.4042,0.1188,10,,Bamako
227,37.3375,45.2625,0.3914,0.1138,6,Orumia,
228,37.3125,37.1625,0.3702,0.0706,11,,
229,42.3625,-71.1125,0.3372,0.0445,8,Mystic Generating Station;Kendall Square Station;Medical Area Total Energy Plant,Boston;Cambridge
230,34.4625,133.4375,0.4030,0.0852,7,,Fukuyama
231,35.1125,50.3875,0.3764,0.1064,9,,Sāveh
232,33.7875,130.9875,0.3569,0.0779,4,,Kitakyūshū
233,14.6875,-17.4125,0.4329,0.1387,12,,Pikine;Dakar
234,32.6875,-16.9125,0.4167,0.1185,3,,Funchal
235,24.3625,85.5875,0.3931,0.1075,8,KODERMA,
236,21.3625,81.6625,0.4055,0.1279,7,,Raipur
237,30.2125,-93.2875,0.3500,0.0712,9,R S Nelson;RS Cogen;Calcasieu;PPG Powerhouse C,Lake Charles
238,38.9625,118.4875,0.3477,0.0916,9,Caofeidian Works power station;China Resources Caofeidian power station,
239,22.8625,73.3625,0.2627,0.0644,8,WANAKBORI,
240,25.9125,81.3375,0.3271,0.0844,8,UNCHAHAR,
241,19.6875,101.2875,0.4067,0.1303,5,Hongsa,
242,14.6125,-90.5125,0.3462,0.3388,3,,Guatemala City;Villa Nueva
243,53.3375,83.6625,0.3508,0.0537,6,Barnaulskaya CHP Plant-3,Barnaul
244,11.7875,77.8375,0.2606,0.1072,3,METTUR;METTUR TPS EXT,
245,32.8375,44.2875,0.3825,0.0821,8,Al-Mussaib;Al-Mansurya,
246,51.6625,39.1875,0.3741,0.0656,7,Voronezhskaya CHPP-2,Voronezh
247,41.4875,31.9125,0.4090,0.0748,10,Zonguldak Eren (ZETES);Çatalağzı-B power station,
248,-3.0875,-59.9625,0.3981,0.1812,4,Aparecida Parte I;Electron (TG),Manaus
249,26.8625,-101.4375,0.3520,0.1044,12,,Monclova
250,45.8125,130.8625,0.4250,0.0710,6,,Taihecun
251,39.1625,27.6625,0.3056,0.0453,9,Soma power station,
252,17.0125,53.9875,0.3520,0.1255,8,,Şalālah
253,31.5125,118.3875,0.3810,0.0906,6,Wuhu Zhongdian power station;Datang Maanshan Dangtu power station,
254,37.7125,121.0375,0.3928,0.0930,7,,
255,17.6625,42.1125,0.3945,0.1474,12,SHUQAIQ IWPP;SHUAIBA (SWCC),
256,36.3625,43.1375,0.3469,0.0747,8,,Mosul
257,53.7875,87.5625,0.4825,0.1047,6,,
258,36.1375,114.2625,0.3635,0.0787,5,Datang Anyang-2 power station,Dengtalu
259,54.4375,86.4375,0.3769,0.0641,5,,
260,35.6125,44.8875,0.3236,0.0715,8,,
261,-2.6125,-44.3625,0.2524,0.0837,2,Porto do Itaqui (Antiga Termomaranhão),São Luís
262,16.9375,42.6375,0.3533,0.1411,12,JAZAN,Jāzān
263,35.1875,126.8875,0.3549,0.0648,8,Suwan Energy,Gwangju
264,21.0625,75.8375,0.2007,0.0579,6,BHUSAWAL,Bhusāval
265,38.7625,26.9625,0.3061,0.0550,10,Enka İzmir Doğalgaz Santrali;İzdemir Enerji power station,
266,31.1375,73.9125,0.2045,0.0543,5,Nishat Chunian Limited;Nishat Power Limited,
267,40.5125,-112.1875,0.3396,0.0850,6,,
268,24.3625,88.1125,0.3499,0.1073,7,SAGARDIGHI TPP,
269,31.5125,48.8875,0.2429,0.0500,10,Ahwaz (ramiin),
270,49.5125,8.4375,0.3687,0.0598,6,GKM (Mannheim) power station;Kraftwerk Mitte;Kraftwerk Süd,Mannheim;Ludwigshafen
271,24.2125,120.5125,0.2897,0.1155,8,Taizhong Taichung;Taichung;Changhua power station,
272,21.9625,82.4125,0.3479,0.1175,3,AKALTARA TPP,
273,-34.4375,150.8375,0.3092,0.0640,7,Tallawarra,Wollongong
274,22.1125,78.1875,0.3136,0.0987,8,SATPURA,
275,13.0875,100.9375,0.3164,0.1268,4,Sriracha;Laem Chabang;Saha Patana,
276,47.8625,35.1625,0.3221,0.0525,8,,Zaporizhzhia
